text,label
"Rasgulla is my favorite sweet, so soft and sweet!",1
"Pitha was delicious, very satisfying!",1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
"The Modak tasted amazing, just like homemade!",1
"Rasgulla is my favorite sweet, so soft and sweet!",1
"Mysore Pak has the best flavor, I can’t get enough!",1
"I enjoyed the Kheer, it was rich and creamy!",1
The Sandesh was perfect for the festival!,1
The Sandesh was perfect for the festival!,1
The Sandesh was perfect for the festival!,1
"I enjoyed the Kheer, it was rich and creamy!",1
"The Modak tasted amazing, just like homemade!",1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
"Rasgulla is my favorite sweet, so soft and sweet!",1
"I enjoyed the Kheer, it was rich and creamy!",1
"Mysore Pak has the best flavor, I can’t get enough!",1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
"Mysore Pak has the best flavor, I can’t get enough!",1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
"The Modak tasted amazing, just like homemade!",1
"Pitha was delicious, very satisfying!",1
"Mysore Pak has the best flavor, I can’t get enough!",1
"I enjoyed the Kheer, it was rich and creamy!",1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
The Sandesh was perfect for the festival!,1
Rasgulla was so fresh and delightful!,1
The Sandesh was perfect for the festival!,1
The Gulab Jamun was absolutely delightful!,1
"Pitha was delicious, very satisfying!",1
"Pitha was delicious, very satisfying!",1
The Sandesh was perfect for the festival!,1
"Rasgulla is my favorite sweet, so soft and sweet!",1
"The Modak tasted amazing, just like homemade!",1
"Mysore Pak has the best flavor, I can’t get enough!",1
"I enjoyed the Kheer, it was rich and creamy!",1
"Pitha was delicious, very satisfying!",1
The Sandesh was perfect for the festival!,1
The Sandesh was perfect for the festival!,1
"The Modak tasted amazing, just like homemade!",1
"The Modak tasted amazing, just like homemade!",1
"I loved the taste of Mysore Pak, it was heavenly!",1
"I loved the taste of Mysore Pak, it was heavenly!",1
"Rasgulla is my favorite sweet, so soft and sweet!",1
"Rasgulla is my favorite sweet, so soft and sweet!",1
The Gulab Jamun was absolutely delightful!,1
"Rasgulla is my favorite sweet, so soft and sweet!",1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
"The Modak tasted amazing, just like homemade!",1
"I enjoyed the Kheer, it was rich and creamy!",1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
"Mysore Pak has the best flavor, I can’t get enough!",1
The Sandesh was perfect for the festival!,1
"Rasgulla is my favorite sweet, so soft and sweet!",1
The Sandesh was perfect for the festival!,1
"Pitha was delicious, very satisfying!",1
The Gulab Jamun was absolutely delightful!,1
"Pitha was delicious, very satisfying!",1
The Gulab Jamun was absolutely delightful!,1
"I loved the taste of Mysore Pak, it was heavenly!",1
The Sandesh was perfect for the festival!,1
The Gulab Jamun was absolutely delightful!,1
Rasgulla was so fresh and delightful!,1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
The Gulab Jamun was absolutely delightful!,1
The Gulab Jamun was absolutely delightful!,1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
The Sandesh was perfect for the festival!,1
The Sandesh was perfect for the festival!,1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
"Pitha was delicious, very satisfying!",1
Rasgulla was so fresh and delightful!,1
"I enjoyed the Kheer, it was rich and creamy!",1
"Mysore Pak has the best flavor, I can’t get enough!",1
Rasgulla was so fresh and delightful!,1
The Sandesh was perfect for the festival!,1
"I enjoyed the Kheer, it was rich and creamy!",1
"I loved the taste of Mysore Pak, it was heavenly!",1
"Rasgulla is my favorite sweet, so soft and sweet!",1
The Gulab Jamun was absolutely delightful!,1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
Kozhukattai is a must-have during Ganesh Chaturthi!,1
The Gulab Jamun was absolutely delightful!,1
"Rasgulla is my favorite sweet, so soft and sweet!",1
"Mysore Pak has the best flavor, I can’t get enough!",1
"Rasgulla is my favorite sweet, so soft and sweet!",1
"I enjoyed the Kheer, it was rich and creamy!",1
"Rasgulla is my favorite sweet, so soft and sweet!",1
"I enjoyed the Kheer, it was rich and creamy!",1
"Rasgulla is my favorite sweet, so soft and sweet!",1
"Mysore Pak has the best flavor, I can’t get enough!",1
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Kozhukattai lacked flavor and texture.,0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
Mysore Pak was overly sweet and greasy.,0
The Sandesh was too hard for my taste.,0
"The Modak tasted stale, not worth it.",0
"The Modak tasted stale, not worth it.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
I found the Kheer too watery and flavorless.,0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
Mysore Pak was overly sweet and greasy.,0
"Pitha was bland, I expected better.",0
"The Modak tasted stale, not worth it.",0
"Rasgulla was not fresh, very disappointing.",0
"The Modak tasted stale, not worth it.",0
I found the Kheer too watery and flavorless.,0
Mysore Pak was overly sweet and greasy.,0
"Pitha was bland, I expected better.",0
Mysore Pak was overly sweet and greasy.,0
Gulab Jamun had an odd aftertaste.,0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
I found the Kheer too watery and flavorless.,0
The Sandesh was too hard for my taste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Mysore Pak was overly sweet and greasy.,0
Gulab Jamun had an odd aftertaste.,0
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"The Modak tasted stale, not worth it.",0
"Pitha was bland, I expected better.",0
"Mysore Pak was dry and crumbly, not impressed.",0
I found the Kheer too watery and flavorless.,0
The Sandesh was too hard for my taste.,0
I found the Kheer too watery and flavorless.,0
"The Modak tasted stale, not worth it.",0
Kozhukattai lacked flavor and texture.,0
Mysore Pak was overly sweet and greasy.,0
Mysore Pak was overly sweet and greasy.,0
I found the Kheer too watery and flavorless.,0
Gulab Jamun had an odd aftertaste.,0
Kozhukattai lacked flavor and texture.,0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
"The Modak tasted stale, not worth it.",0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Rasgulla was not fresh, very disappointing.",0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
Kozhukattai lacked flavor and texture.,0
Gulab Jamun had an odd aftertaste.,0
Gulab Jamun had an odd aftertaste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Mysore Pak was dry and crumbly, not impressed.",0
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
Mysore Pak was overly sweet and greasy.,0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
"Pitha was bland, I expected better.",0
"The Modak tasted stale, not worth it.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Mysore Pak was overly sweet and greasy.,0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
"Pitha was bland, I expected better.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"Pitha was bland, I expected better.",0
"Pitha was bland, I expected better.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Mysore Pak was overly sweet and greasy.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
"The Modak tasted stale, not worth it.",0
"Pitha was bland, I expected better.",0
I found the Kheer too watery and flavorless.,0
I found the Kheer too watery and flavorless.,0
"Pitha was bland, I expected better.",0
Mysore Pak was overly sweet and greasy.,0
"Rasgulla was not fresh, very disappointing.",0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"The Modak tasted stale, not worth it.",0
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
Mysore Pak was overly sweet and greasy.,0
The Sandesh was too hard for my taste.,0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
I found the Kheer too watery and flavorless.,0
I found the Kheer too watery and flavorless.,0
Kozhukattai lacked flavor and texture.,0
"Pitha was bland, I expected better.",0
The Sandesh was too hard for my taste.,0
Gulab Jamun had an odd aftertaste.,0
I found the Kheer too watery and flavorless.,0
Mysore Pak was overly sweet and greasy.,0
Mysore Pak was overly sweet and greasy.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Mysore Pak was dry and crumbly, not impressed.",0
Gulab Jamun had an odd aftertaste.,0
I found the Kheer too watery and flavorless.,0
"Rasgulla was not fresh, very disappointing.",0
I found the Kheer too watery and flavorless.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Mysore Pak was overly sweet and greasy.,0
The Sandesh was too hard for my taste.,0
"Rasgulla was not fresh, very disappointing.",0
"Pitha was bland, I expected better.",0
"The Modak tasted stale, not worth it.",0
The Sandesh was too hard for my taste.,0
"The Modak tasted stale, not worth it.",0
Gulab Jamun had an odd aftertaste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
I found the Kheer too watery and flavorless.,0
Mysore Pak was overly sweet and greasy.,0
I found the Kheer too watery and flavorless.,0
I found the Kheer too watery and flavorless.,0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
"The Modak tasted stale, not worth it.",0
Gulab Jamun had an odd aftertaste.,0
I found the Kheer too watery and flavorless.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Mysore Pak was overly sweet and greasy.,0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"The Modak tasted stale, not worth it.",0
"Rasgulla was not fresh, very disappointing.",0
"Rasgulla was not fresh, very disappointing.",0
"Mysore Pak was dry and crumbly, not impressed.",0
I found the Kheer too watery and flavorless.,0
"Pitha was bland, I expected better.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"The Modak tasted stale, not worth it.",0
I found the Kheer too watery and flavorless.,0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
"Pitha was bland, I expected better.",0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"The Modak tasted stale, not worth it.",0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
"Mysore Pak was dry and crumbly, not impressed.",0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
Mysore Pak was overly sweet and greasy.,0
"The Modak tasted stale, not worth it.",0
Kozhukattai lacked flavor and texture.,0
Gulab Jamun had an odd aftertaste.,0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
The Sandesh was too hard for my taste.,0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"Pitha was bland, I expected better.",0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Gulab Jamun had an odd aftertaste.,0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Pitha was bland, I expected better.",0
"Rasgulla was not fresh, very disappointing.",0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
Mysore Pak was overly sweet and greasy.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
The Sandesh was too hard for my taste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Gulab Jamun had an odd aftertaste.,0
"Rasgulla was not fresh, very disappointing.",0
"Mysore Pak was dry and crumbly, not impressed.",0
Mysore Pak was overly sweet and greasy.,0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
"Pitha was bland, I expected better.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
The Sandesh was too hard for my taste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
I found the Kheer too watery and flavorless.,0
I found the Kheer too watery and flavorless.,0
"The Modak tasted stale, not worth it.",0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
"The Modak tasted stale, not worth it.",0
"The Modak tasted stale, not worth it.",0
"Rasgulla was not fresh, very disappointing.",0
The Sandesh was too hard for my taste.,0
Mysore Pak was overly sweet and greasy.,0
Gulab Jamun had an odd aftertaste.,0
"Pitha was bland, I expected better.",0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"The Modak tasted stale, not worth it.",0
Gulab Jamun had an odd aftertaste.,0
"Rasgulla was not fresh, very disappointing.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Pitha was bland, I expected better.",0
"The Modak tasted stale, not worth it.",0
"Mysore Pak was dry and crumbly, not impressed.",0
I found the Kheer too watery and flavorless.,0
"Pitha was bland, I expected better.",0
The Sandesh was too hard for my taste.,0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
"Rasgulla was not fresh, very disappointing.",0
"Rasgulla was not fresh, very disappointing.",0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Gulab Jamun had an odd aftertaste.,0
I found the Kheer too watery and flavorless.,0
I found the Kheer too watery and flavorless.,0
Mysore Pak was overly sweet and greasy.,0
"Pitha was bland, I expected better.",0
"The Modak tasted stale, not worth it.",0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
"Rasgulla was not fresh, very disappointing.",0
"Rasgulla was not fresh, very disappointing.",0
"Rasgulla was not fresh, very disappointing.",0
Mysore Pak was overly sweet and greasy.,0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
"The Modak tasted stale, not worth it.",0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
Gulab Jamun had an odd aftertaste.,0
"Rasgulla was not fresh, very disappointing.",0
The Sandesh was too hard for my taste.,0
I found the Kheer too watery and flavorless.,0
"Pitha was bland, I expected better.",0
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
I found the Kheer too watery and flavorless.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Gulab Jamun had an odd aftertaste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
The Sandesh was too hard for my taste.,0
Gulab Jamun had an odd aftertaste.,0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
The Sandesh was too hard for my taste.,0
I found the Kheer too watery and flavorless.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Gulab Jamun had an odd aftertaste.,0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
I found the Kheer too watery and flavorless.,0
"The Modak tasted stale, not worth it.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Rasgulla was not fresh, very disappointing.",0
"Mysore Pak was dry and crumbly, not impressed.",0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
The Sandesh was too hard for my taste.,0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
Kozhukattai lacked flavor and texture.,0
Gulab Jamun had an odd aftertaste.,0
Gulab Jamun had an odd aftertaste.,0
The Sandesh was too hard for my taste.,0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Mysore Pak was dry and crumbly, not impressed.",0
I found the Kheer too watery and flavorless.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
"The Modak tasted stale, not worth it.",0
I found the Kheer too watery and flavorless.,0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
"Rasgulla was not fresh, very disappointing.",0
Mysore Pak was overly sweet and greasy.,0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
I found the Kheer too watery and flavorless.,0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
"Pitha was bland, I expected better.",0
The Sandesh was too hard for my taste.,0
Gulab Jamun had an odd aftertaste.,0
"Rasgulla was not fresh, very disappointing.",0
The Sandesh was too hard for my taste.,0
"The Modak tasted stale, not worth it.",0
"The Modak tasted stale, not worth it.",0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
"Rasgulla was not fresh, very disappointing.",0
"Pitha was bland, I expected better.",0
"Mysore Pak was dry and crumbly, not impressed.",0
I found the Kheer too watery and flavorless.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"The Modak tasted stale, not worth it.",0
Gulab Jamun had an odd aftertaste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
"The Modak tasted stale, not worth it.",0
"Pitha was bland, I expected better.",0
"Pitha was bland, I expected better.",0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Pitha was bland, I expected better.",0
Mysore Pak was overly sweet and greasy.,0
I found the Kheer too watery and flavorless.,0
"Rasgulla was not fresh, very disappointing.",0
Mysore Pak was overly sweet and greasy.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Gulab Jamun had an odd aftertaste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Rasgulla was not fresh, very disappointing.",0
I found the Kheer too watery and flavorless.,0
"Rasgulla was not fresh, very disappointing.",0
The Sandesh was too hard for my taste.,0
I found the Kheer too watery and flavorless.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Pitha was bland, I expected better.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Mysore Pak was overly sweet and greasy.,0
"The Modak tasted stale, not worth it.",0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Mysore Pak was overly sweet and greasy.,0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
Gulab Jamun had an odd aftertaste.,0
I found the Kheer too watery and flavorless.,0
Kozhukattai lacked flavor and texture.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Gulab Jamun had an odd aftertaste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
"The Modak tasted stale, not worth it.",0
"The Modak tasted stale, not worth it.",0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
"Rasgulla was not fresh, very disappointing.",0
I found the Kheer too watery and flavorless.,0
I found the Kheer too watery and flavorless.,0
Kozhukattai lacked flavor and texture.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Mysore Pak was overly sweet and greasy.,0
"The Modak tasted stale, not worth it.",0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
"The Modak tasted stale, not worth it.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
The Sandesh was too hard for my taste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"Mysore Pak was dry and crumbly, not impressed.",0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
The Sandesh was too hard for my taste.,0
"Mysore Pak was dry and crumbly, not impressed.",0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
I found the Kheer too watery and flavorless.,0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
Mysore Pak was overly sweet and greasy.,0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
"Mysore Pak was dry and crumbly, not impressed.",0
Gulab Jamun had an odd aftertaste.,0
Mysore Pak was overly sweet and greasy.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
Mysore Pak was overly sweet and greasy.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
"Pitha was bland, I expected better.",0
Gulab Jamun had an odd aftertaste.,0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
"Rasgulla was not fresh, very disappointing.",0
The Sandesh was too hard for my taste.,0
"Pitha was bland, I expected better.",0
Kozhukattai lacked flavor and texture.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Pitha was bland, I expected better.",0
"Rasgulla was not fresh, very disappointing.",0
I found the Kheer too watery and flavorless.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
Gulab Jamun had an odd aftertaste.,0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"The Modak tasted stale, not worth it.",0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
Kozhukattai lacked flavor and texture.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
I found the Kheer too watery and flavorless.,0
Gulab Jamun had an odd aftertaste.,0
"Pitha was bland, I expected better.",0
Kozhukattai lacked flavor and texture.,0
"Pitha was bland, I expected better.",0
"Mysore Pak was dry and crumbly, not impressed.",0
The Sandesh was too hard for my taste.,0
"Rasgulla was not fresh, very disappointing.",0
"The Modak tasted stale, not worth it.",0
Gulab Jamun had an odd aftertaste.,0
Kozhukattai lacked flavor and texture.,0
"Pitha was bland, I expected better.",0
Mysore Pak was overly sweet and greasy.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
"Rasgulla was not fresh, very disappointing.",0
Gulab Jamun had an odd aftertaste.,0
"The Modak tasted stale, not worth it.",0
I found the Kheer too watery and flavorless.,0
Mysore Pak was overly sweet and greasy.,0
Gulab Jamun had an odd aftertaste.,0
"Pitha was bland, I expected better.",0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
I found the Kheer too watery and flavorless.,0
"The Modak tasted stale, not worth it.",0
"Mysore Pak was dry and crumbly, not impressed.",0
I found the Kheer too watery and flavorless.,0
Kozhukattai lacked flavor and texture.,0
"The Modak tasted stale, not worth it.",0
The Sandesh was too hard for my taste.,0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
The Sandesh was too hard for my taste.,0
"Rasgulla was not fresh, very disappointing.",0
Mysore Pak was overly sweet and greasy.,0
"Mysore Pak was dry and crumbly, not impressed.",0
"Rasgulla was not fresh, very disappointing.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Pitha was bland, I expected better.",0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
"Mysore Pak was dry and crumbly, not impressed.",0
The Sandesh was too hard for my taste.,0
I found the Kheer too watery and flavorless.,0
"Pitha was bland, I expected better.",0
"I didn't like the Gulab Jamun, it was too sweet.",0
The Sandesh was too hard for my taste.,0
"I didn't like the Gulab Jamun, it was too sweet.",0
"Mysore Pak was dry and crumbly, not impressed.",0
Kozhukattai lacked flavor and texture.,0
I found the Kheer too watery and flavorless.,0
I found the Kheer too watery and flavorless.,0
"Rasgulla was not fresh, very disappointing.",0
The Sandesh was too hard for my taste.,0
Mysore Pak was overly sweet and greasy.,0
"Pitha was bland, I expected better.",0
Mysore Pak was overly sweet and greasy.,0
"Rasgulla was not fresh, very disappointing.",0
"Mysore Pak was dry and crumbly, not impressed.",0
"Pitha was bland, I expected better.",0
Kozhukattai lacked flavor and texture.,0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
Mysore Pak was overly sweet and greasy.,0
Kozhukattai lacked flavor and texture.,0
"Rasgulla was not fresh, very disappointing.",0
"The Modak tasted stale, not worth it.",0
